Keyword,3 keywords,Common flags,changing flags
Paint,"paint, cans, flammable","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag, isRecertified"
Paint,"paint, thinner, flammable","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'halogens_flag': 1.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'no_reactivity_flag': 1.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'status_code_id': 5, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","flash_point_flag, vendor_id, process_code_id, CustomerId, urgent_flag"
Paint,"paint, thinner, liquid","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'benzene_waste_flag': 0.0, 'status_code_id': 5, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","halogens_flag, no_reactivity_flag, solid_flag, sludges_flag, flash_point_flag, boiling_point_flag, vendor_id, process_code_id, CustomerId, urgent_flag"
Paint,"paint, material, flammable","{'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'boiling_point_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","pcbs_flag, halogens_flag, no_reactivity_flag, sludges_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, labpack_flag, directship_flag, rush_flag, intercompany_flag, urgent_flag"
Paint,"paint, material, bulk","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, directship_flag, urgent_flag, mgp_flag, isRecertified"
Paint,"paint, material, liquid","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'status_code_id': 5, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag"
Paint,"paint, oil, flammable","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'halogens_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'no_reactivity_flag': 1.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'status_code_id': 5, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0, 'isRecertified': 0}","flash_point_flag, boiling_point_flag, benzene_waste_flag, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag"
Paint,"paint, oil, bulk","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
Paint,"paint, chips, lead","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag, mgp_flag, isRecertified"
Paint,"paint, universal, solids","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
Paint,"paint, universal, liquid","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, isRecertified"
Paint,"paint, solids, contaminated","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, solid_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, urgent_flag, isRecertified"
Paint,"paint, flammable, liquid","{'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","pcbs_flag, halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, intercompany_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
rcra,"rcra, sharps, - d","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, sharps, debris","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, sharps, toxic","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, sharps, flammable","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, sharps, contains","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, sharps, healthcare","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'CustomerId': 15832.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, - d, debris","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, - d, waste","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
rcra,"rcra, - d, toxic","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
rcra,"rcra, - d, flammable","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, isRecertified"
rcra,"rcra, - d, hazardous","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'benzene_waste_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
rcra,"rcra, - d, contains","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, isRecertified"
rcra,"rcra, - d, healthcare","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'water_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'solid_flag': 0.0, 'sludges_flag': 0.0, 'boiling_point_flag': 0.0, 'CustomerId': 15832.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'rush_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'mgp_flag': 0.0, 'national_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, flash_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, urgent_flag, isRecertified"
rcra,"rcra, empty, drums","{'pcbs_flag': 0, 'cyanides_flag': 0.0, 'sulfides_flag': 0.0, 'pesticides_flag': 0.0, 'infectious_bio_waste_flag': 0.0, 'nrc_regulated_radioactive_flag': 0.0, 'pyrophoric_reactivity_flag': 0.0, 'cyanides_reactivity_flag': 0, 'sulfides_reactivity_flag': 0, 'shock_reactivity_flag': 0, 'dot_explosive_flag': 0, 'gas_flag': 0.0, 'aerosol_flag': 0.0, 'lab_pack_flag': 0, 'monolith_flag': 0.0, 'sludges_flag': 0.0, 'labpack_flag': 0.0, 'directship_flag': 0.0, 'specialpricing_flag': 0.0, 'intercompany_flag': 0.0, 'hybrid_flag': 0.0, 'naics_flag': 0.0}","halogens_flag, no_reactivity_flag, water_reactivity_flag, solid_flag, flash_point_flag, boiling_point_flag, benzene_waste_flag, status_code_id, vendor_id, process_code_id, CustomerId, rush_flag, urgent_flag, mgp_flag, national_flag, isRecertified"
